annee;cnc_numero;visa;titre;genre;nationalite;distributeur;classification;date_sortie;art_et_essai;etablissements_s1;titre_clean;distributeur_clean
2009;2009083251;118479;LA FEMME SANS TETE;DRAME;ARGENTINE / ESPAGNE / FRANCE;AD VITAM                                                        ;TP;2009-04-29;OUI;16;la femme sans tete;ad vitam                                                        
2009;2009993439;123237;LA FENETRE;DRAME;ARGENTINE;CTV INTERNATIONAL                                               ;TP;2009-06-03;OUI;31;la fenetre;ctv international                                               
2005;2005593823;108986;LA FENETRE D EN FACE;DRAME;ITALIE;CINEDITIONS                                                     ;TP;2005-12-14;OUI;12;la fenetre d en face;cineditions                                                     
2023;2020002804;155947;LA FERME A GEGE;DOCUMENTAIRE;FRANCE;E2P;TP;2023-02-08;NON;11;la ferme a gege;e2p
2024;2022003131;157291;FERME DES BERTRAND (LA);DOCUMENTAIRE;FRANCE;JOUR 2 FETE;TP;2024-01-31;OUI;192;la ferme des bertrand;jour 2 fete
2007;2006283827;116324;LA FERME EN FOLIE;ANIMATION;ETATS UNIS;PARAMOUNT PICTURES FRANCE                                       ;TP;2007-02-21;NON;259;la ferme en folie;paramount pictures france                                       
2021;2021000866;155389;LA FERME QUI SOIGNE AGROECOLOGIE ET MEDECINES;DOCUMENTAIRE;FRANCE;AGENCE MUSEO;TP;2021-09-15;NON;3;la ferme qui soigne agroecologie et medecines;agence museo
2004;2004273491;110254;LA FERME SE REBELLE;ANIMATION;ETATS UNIS;BUENA VISTA INTERNATIONAL FRANCE;TP;2004-07-28;NON;618;la ferme se rebelle;buena vista international france
2001;2001293228;102118;LA FERME, UNE COMEDIE BIO;COMEDIE;ETATS UNIS;PRETTY PICTURES                                                 ;TP;2001-05-02;NON;4;la ferme, une comedie bio;pretty pictures                                                 
1997;1997793304;092186;LA FETE BLANCHE;DRAME;RUSSIE;CINEMA PUBLIC;TP;1997-04-30;OUI;1;la fete blanche;cinema public
2018;2015000514;141650;FETE DES MERES (LA);COMEDIE DRAMATIQUE;FRANCE;UGC DISTRIBUTION                                                ;TP;2018-05-23;;280;la fete des meres;ugc distribution                                                
2010;2009994572;124459;LA FETE DES VOISINS;COMEDIE;FRANCE;CINEGENIE;TP;2010-05-26;NON;91;la fete des voisins;cinegenie
2007;2007993953;115511;LA FETE DU FEU;DRAME;IRAN;LES FILMS DU PARADOXE                                           ;TP;2007-12-26;OUI;7;la fete du feu;les films du paradoxe                                           
2018;2016003565;145352;LA FETE EST FINIE;COMEDIE DRAMATIQUE;FRANCE;PYRAMIDE                                                        ;TP;2018-02-28;OUI;72;la fete est finie;pyramide                                                        
2015;2015001184;142333;LA FETE EST FINIE;DOCUMENTAIRE;FRANCE;360 ET MEME PLUS                                                ;TP;2015-11-04;OUI;3;la fete est finie;360 et meme plus                                                
1999;1999283145;096509;LA FIANCEE DE CHUCKY;HORREUR;ETATS UNIS;OPENING                                                         ;12;1999-03-10;NON;229;la fiancee de chucky;opening                                                         
2002;2000093707;093558;LA FIANCEE DE DRACULA;FANTASTIQUE;FRANCE;BOOMERANG PRODUCTIONS;TPA;2002-08-14;OUI;5;la fiancee de dracula;boomerang productions
2017;2017001937;;LA FIANCEE DU DESERT;DRAME;ARGENTINE;MEMENTO FILMS DISTRIBUTION                                      ;TP;2017-12-13;OUI;42;la fiancee du desert;memento films distribution                                      
2023;2020001798;153188;LA FIANCEE DU POETE;COMEDIE DRAMATIQUE;FRANCE;LE PACTE;TP;2023-10-11;OUI;194;la fiancee du poete;le pacte
2007;2007983553;118436;LA FIANCEE ERRANTE;DRAME;ARGENTINE;BODEGA FILMS                                                    ;TP;2007-08-08;OUI;19;la fiancee errante;bodega films                                                    
1999;1999683179;096756;LA FIANCEE POLONAISE;COMEDIE DRAMATIQUE;PAYS BAS;CONNAISSANCE DU CINEMA;TP;1999-04-14;OUI;4;la fiancee polonaise;connaissance du cinema
2005;2004093913;108982;LA FIANCEE SYRIENNE;DRAME;ISRAEL / FRANCE / ALLEMAGNE;OCEAN FILMS DISTRIBUTION;TP;2005-03-09;OUI;63;la fiancee syrienne;ocean films distribution
2000;2000003246;097534;LA FIDELITE;COMEDIE DRAMATIQUE;FRANCE;GEMINI FILMS;TPA;2000-04-05;OUI;270;la fidelite;gemini films
2021;2020000807;154597;LA FIEVRE;DRAME;BRESIL;SURVIVANCE;TP;2021-06-30;NON;29;la fievre;survivance
2008;2008093563;116853;LA FIEVRE DE L OR;DOCUMENTAIRE;FRANCE;ZOOTROPE PRODUCTIONS                                            ;TP;2008-10-15;OUI;22;la fievre de l or;zootrope productions                                            
2021;2021000532;154779;LA FIÈVRE DE PETROV;DRAME;RUSSIE;BAC FILMS DISTRIBUTION;12;2021-12-01;OUI;61;la fièvre de petrov;bac films distribution
2014;2014003020;140876;LA FIEVRE DES PARTICULES;DOCUMENTAIRE;ETATS UNIS;JUPITER COMMUNICATION SA                                        ;TP;2014-11-05;OUI;4;la fievre des particules;jupiter communication sa                                        
2006;2005293932;114131;LA FIEVRE DU ROLLER;COMEDIE DRAMATIQUE;ETATS UNIS;TWENTIETH CENTURY FOX FRANCE INC                                ;TP;2006-01-18;NON;10;la fievre du roller;twentieth century fox france inc                                
2003;2003993828;108958;LA FILLE;DRAME;PORTUGAL;CINEMA PUBLIC FILMS                                             ;12A;2003-12-10;OUI;2;la fille;cinema public films                                             
2020;2017004611;147814;FILLE AU BRACELET (LA);DRAME;FRANCE;LE PACTE;TP;2020-02-12;OUI;211;la fille au bracelet;le pacte
2018;2017004613;147818;LA FILLE AUX DEUX VISAGES;HORREUR;FRANCE;LES FILMS SAINT ANDRE DES ARTS;12;2018-04-04;;1;la fille aux deux visages;les films saint andre des arts
2007;2007093497;115546;LA FILLE COUPEE EN DEUX;DRAME;FRANCE / ALLEMAGNE;WILD BUNCH                                                      ;TP;2007-08-08;OUI;349;la fille coupee en deux;wild bunch                                                      
1999;1999093255;093820;LA FILLE D UN SOLDAT NE PLEURE JAMAIS;COMEDIE DRAMATIQUE;GRANDE BRETAGNE / FRANCE;UFD;TP;1999-04-21;NON;30;la fille d un soldat ne pleure jamais;ufd
2023;2018002015;148713;LA FILLE D'ALBINO RODRIGUE;DRAME;FRANCE;ARP MERMOZ;TP;2023-05-10;OUI;75;la fille d albino rodrigue;arp mermoz
2016;2015003045;138778;LA FILLE DE BREST;COMEDIE DRAMATIQUE;FRANCE;HAUT ET COURT DISTRIBUTION                                      ;TPA;2016-11-23;OUI;352;la fille de brest;haut et court distribution                                      
2002;2002093080;087493;LA FILLE DE KELTOUM;DRAME;FRANCE / BELGIQUE;GEMACI                                                          ;TP;2002-04-10;OUI;18;la fille de keltoum;gemaci                                                          
2008;2008093659;115391;LA FILLE DE MONACO;COMEDIE DRAMATIQUE;FRANCE;WARNER BROS. ENTERTAINMENT FRANCE                               ;TP;2008-08-20;NON;335;la fille de monaco;warner bros. entertainment france                               
2013;2012001762;133727;LA FILLE DE NULLE PART;FANTASTIQUE;FRANCE;LES ACACIAS                                                     ;TP;2013-02-06;OUI;27;la fille de nulle part;les acacias                                                     
2001;2001093636;091679;LA FILLE DE SON PERE;DRAME;FRANCE / GRANDE BRETAGNE;VELVET FILMS                                                    ;TP;2001-10-10;OUI;28;la fille de son pere;velvet films                                                    
2023;2021002304;155575;FILLE DE SON PERE (LA);COMEDIE;FRANCE;PYRAMIDE;TP;2023-12-20;OUI;123;la fille de son père;pyramide
2001;2001993479;101687;LA FILLE DE TES REVES;DRAME;ESPAGNE;SAGITTAIRE FILMS;TP;2001-08-01;OUI;38;la fille de tes reves;sagittaire films
2013;2011000977;129587;LA FILLE DU 14 JUILLET;COMEDIE;FRANCE;SHELLAC                                                         ;TP;2013-06-05;OUI;48;la fille du 14 juillet;shellac                                                         
2001;2000093935;093621;LA FILLE DU CAPITAINE;AVENTURES;RUSSIE / FRANCE;ROISSY FILMS                                                    ;TP;2001-01-24;OUI;10;la fille du capitaine;roissy films                                                    
2006;2005083849;111976;LA FILLE DU JUGE;DOCUMENTAIRE;FRANCE;REZO FILMS;TP;2006-01-04;OUI;41;la fille du juge;rezo films
2016;2011000077;128706;LA FILLE DU PATRON;COMEDIE DRAMATIQUE;FRANCE;WILD BUNCH DISTRIBUTION                                         ;TP;2016-01-06;NON;58;la fille du patron;wild bunch distribution                                         
2011;2010000898;125780;LA FILLE DU PUISATIER;COMEDIE DRAMATIQUE;FRANCE;PATHE DISTRIBUTION                                              ;TP;2011-04-20;NON;622;la fille du puisatier;pathe distribution                                              
2009;2009093202;120212;LA FILLE DU RER;DRAME;FRANCE;UGC DISTRIBUTION                                                ;TP;2009-03-18;OUI;195;la fille du rer;ugc distribution                                                
2016;2016003128;145292;LA FILLE DU TRAIN;THRILLER;ETATS UNIS;METROPOLITAN FILMEXPORT                                         ;12;2016-10-26;NON;322;la fille du train;metropolitan filmexport                                         
2015;2013003708;138717;LA FILLE ET LE FLEUVE;DRAME;FRANCE;LES FILMS SAINT ANDRE DES ARTS;TP;2015-11-11;OUI;1;la fille et le fleuve;les films saint andre des arts
2023;2022001514;156639;LA FILLE ET LE GARCON;COMEDIE;FRANCE;PANOCEANIC FILMS;12;2023-06-21;NON;6;la fille et le garcon;panoceanic films
2016;2015002703;143002;LA FILLE INCONNUE;DRAME;BELGIQUE / FRANCE;DIAPHANA DISTRIBUTION                                           ;TP;2016-10-12;OUI;211;la fille inconnue;diaphana distribution                                           
2009;2009994256;124185;LA FILLE LA PLUS HEUREUSE DU MONDE;COMEDIE DRAMATIQUE;ROUMANIE;PYRAMIDE                                                        ;TP;2009-12-16;OUI;17;la fille la plus heureuse du monde;pyramide                                                        
2013;2012001759;133741;LA FILLE PUBLIQUE;DRAME;FRANCE;CARRON                                                          ;TP;2013-06-12;OUI;1;la fille publique;carron                                                          
1999;1999083175;090876;LA FILLE SUR LE PONT;COMEDIE;FRANCE;UFD;TP;1999-03-31;OUI;251;la fille sur le pont;ufd
2000;2000393220;099580;LA FIN D  UNE LIAISON;DRAME;GRANDE BRETAGNE;SONY PICTURES TELEVISION DISTRIBUTION (FRANCE)                  ;TP;2000-04-05;NON;50;la fin d une liaison;sony pictures television distribution (france)                  
1999;1999393897;098854;LA FIN DE L INNOCENCE SEXUELLE;COMEDIE DRAMATIQUE;GRANDE BRETAGNE;DIAPHANA DISTRIBUTION                                           ;TP;1999-12-29;OUI;1;la fin de l innocence sexuelle;diaphana distribution                                           
2009;2009994859;124606;LA FIN DE LA PAUVRETE ?;DOCUMENTAIRE;ETATS UNIS;CARGO FILMS                                                     ;TP;2009-12-16;OUI;4;la fin de la pauvrete ?;cargo films                                                     
1999;1999293869;098551;LA FIN DES TEMPS;AVENTURES;ETATS UNIS;METROPOLITAN FILMEXPORT                                         ;12;1999-12-15;NON;527;la fin des temps;metropolitan filmexport                                         
2003;2003093783;105497;LA FIN DU REGNE ANIMAL;DRAME;FRANCE;GEMINI FILMS;TP;2003-12-10;OUI;15;la fin du regne animal;gemini films
2011;1900025293;117276;LA FIN DU SILENCE;DRAME;FRANCE;EQUATION                                                        ;TP;2011-12-07;OUI;8;la fin du silence;equation                                                        
2018;2017002778;147094;LA FINALE;COMEDIE DRAMATIQUE;FRANCE;UGC DISTRIBUTION                                                ;TP;2018-03-21;;386;la finale;ugc distribution                                                
2016;2012002547;134833;LA FINE ÉQUIPE;COMEDIE;FRANCE;CONDOR DISTRIBUTION;TP;2016-11-30;NON;89;la fine équipe;condor distribution
2021;2017004429;147710;LA FINE FLEUR;COMEDIE DRAMATIQUE;FRANCE;DIAPHANA DISTRIBUTION;TP;2021-06-30;NON;369;la fine fleur;diaphana distribution
2024;2024001252;161623;FLAMME VERTE (LA);FANTASTIQUE;TIERS;CARLOTTA FILMS;TP;2024-03-27;OUI;3;la flamme verte;carlotta films
1997;1997593650;093526;LA FLECHE BLEUE;ANIMATION;ITALIE;GEBEKA FILMS                                                    ;TP;1997-12-03;OUI;29;la fleche bleue;gebeka films                                                    
2024;2023003079;160623;LA FLEUR DE BURITI;DRAME;EUROPE;AD VITAM;TP;2024-05-01;OUI;64;la fleur de buriti;ad vitam
2013;2010001128;126312;LA FLEUR DE L'AGE;COMEDIE;FRANCE;MARS FILMS                                                      ;TP;2013-05-01;NON;134;la fleur de l age;mars films                                                      
2003;2002093797;102124;LA FLEUR DU MAL;DRAME;FRANCE;MK2 FILMS;TP;2003-02-19;OUI;388;la fleur du mal;mk2 films
2019;2019000405;150371;LA FLOR;FANTASTIQUE;ARGENTINE;ARP MERMOZ;TP;2019-03-06;OUI;6;la flor;arp mermoz
2006;2006093820;116542;LA FLUTE ENCHANTEE;MUSICAL;FRANCE;LES FILMS DU LOSANGE                                            ;TP;2006-12-13;OUI;99;la flute enchantee;les films du losange                                            
2012;1900027273;122990;LA FOLIE ALMAYER;DRAME;FRANCE / BELGIQUE;SHELLAC                                                         ;TP;2012-01-25;OUI;22;la folie almayer;shellac                                                         
2002;2002093406;100409;LA FOLIE DES HOMMES;DRAME;ITALIE / FRANCE;EURIPIDE DISTRIBUTION;TP;2002-11-27;NON;109;la folie des hommes;euripide distribution
2012;2012001831;133853;LA FOLLE ESCAPADE;ANIMATION;GRANDE BRETAGNE;SPLENDOR FILMS                                                  ;TP;2012-11-28;OUI;1;la folle escapade;splendor films                                                  
2009;1900026423;120925;LA FOLLE HISTOIRE D'AMOUR DE SIMON ESKENAZY;COMEDIE;FRANCE;SOCIETE D’EXPLOITATION DES FILMS MAJESTIC;TP;2009-12-02;NON;109;la folle histoire d amour de simon eskenazy;societe d’exploitation des films majestic
2016;2015002507;142896;LA FOLLE HISTOIRE DE MAX ET LÉON;COMEDIE;FRANCE / BELGIQUE;STUDIOCANAL                                                     ;TP;2016-10-26;NON;408;la folle histoire de max et léon;studiocanal                                                     
2024;2024000234;161333;FORET C EST LA CLASSE VERSION DEFINITIVE (LA);DOCUMENTAIRE;FRANCE;SMELLY DOG FILMS;TP;2024-01-31;;5;la foret c est la classe version definitive;smelly dog films
2010;2010001650;126775;LA FORET CONTRE ATTAQUE;COMEDIE;ETATS UNIS;SOCIETE NOUVELLE DE DISTRIBUTION                                ;TP;2010-07-21;NON;202;la foret contre attaque;societe nouvelle de distribution                                
2007;2007993613;116818;LA FORET DE MOGARI;DRAME;JAPON / FRANCE;LES FILMS DU CHERCHE MIDI;TP;2007-10-31;OUI;58;la foret de mogari;les films du cherche midi
2016;2013001121;136557;LA FORET DE QUINCONCES;COMEDIE DRAMATIQUE;FRANCE;ALFAMA FILMS PRODUCTION                                         ;TP;2016-06-22;OUI;66;la foret de quinconces;alfama films production                                         
2003;2003983351;108305;LA FORET ENCHANTEE;ANIMATION;ESPAGNE;COLIFILMS DISTRIBUTION;TP;2003-06-18;OUI;78;la foret enchantee;colifilms distribution
2005;2005993839;114102;LA FORET OUBLIEE;COMEDIE DRAMATIQUE;JAPON;PYRAMIDE                                                        ;TP;2005-12-28;OUI;6;la foret oubliee;pyramide                                                        
2003;2003973150;106705;LA FORET SANS NOM;COMEDIE DRAMATIQUE;JAPON;ASC DISTRIBUTION                                                ;TP;2003-03-19;OUI;3;la foret sans nom;asc distribution                                                
